question,answer
"Five coworkers were talking during the lunch break. Roger, the oldest one, said that he has the same amount of experience in years as all four of the others combined and that his retirement should come when he accumulates 50 years of experience. Peter said that when he came to the company his daughter was 7 years old, and now she is 19 years old. Tom then said he has twice as many years of experience as Robert. Robert said that he has 4 years of experience less than Peter but 2 more years of experience than Mike. How many more years does Roger have to work before he retires?","Peter has 19 – 7 = <<19-7=12>>12 years of experience.
Robert has 12 – 4 = <<12-4=8>>8 years of experience.
Mike has 8 – 2 = <<8-2=6>>6 years of experience.
Tom has 2 * 8 = <<2*8=16>>16 years of experience.
Roger has 12 + 8 + 6 + 16 = <<12+8+6+16=42>>42 years of experience.
Roger has to work another 50 – 42 = <<50-42=8>>8 years before he retires.
#### 8"
"While bird watching, Gabrielle saw 5 robins, 4 cardinals, and 3 blue jays. Chase saw 2 robins, 3 blue jays, and 5 cardinals. How many more birds, in percentage, did Gabrielle saw than Chase?","Gabrielle saw 5 + 4 + 3 = <<5+4+3=12>>12 birds.
Chase saw 2 + 3 + 5 = <<2+3+5=10>>10 birds.
So, Gabrielle saw 12 - 10 = <<12-10=2>>2 more birds than Chase.
Therefore, Gabrielle saw 2/10 x 100% = 20% more birds than Chase.
#### 20"
36 liters of diesel fuel is worth €18. The tank of this pickup truck can hold 64 liters. How much does a full tank of diesel fuel cost?,"A liter of diesel costs 18/ 36 = <<18/36=0.5>>0.5 €.
64 liters of diesel fuel cost 0.5 X 64 = <<64*0.5=32>>32 €
#### 32"
"Movie tickets cost $5 each on a Monday, twice as much on a Wednesday, and five times as much as Monday on a Saturday. If Glenn goes to the movie theater on Wednesday and Saturday, how much does he spend?","He spends 5*2=$<<5*2=10>>10 on Wednesday to pay for a movie ticket.
He spends 5*5=$<<5*5=25>>25 on Saturday to pay for a movie ticket.
He spends a total of 10+25=$<<10+25=35>>35.
#### 35"
"Tamtam collected 65 shells in total. She got 13 purple shells, 8 pink shells, 18 yellow shells, and 12 blue shells. The remaining shells are color orange. How many orange shells are there?","Tamtam has a total of 13 + 8 + 18 + 12 = <<13+8+18+12=51>>51 shells that are not orange.
Therefore, Tamtam has a total of 65 – 51 = <<65-51=14>>14 orange shells.
#### 14"
A concert ticket costs $40. Mr. Benson bought 12 tickets and received a 5% discount for every ticket bought that exceeds 10. How much did Mr. Benson pay in all?,"Mr. Benson had a 5% discount for each of the 12 - 10 = <<12-10=2>>2 tickets.
So, those two tickets had a $40 x 5/100 = $<<40*5/100=2>>2 discount each.
Hence, each ticket cost $40 - $2 = $<<40-2=38>>38 each.
Thus, two discounted tickets amount to $38 x 2 = $<<38*2=76>>76.
And the other ten tickets amount to $40 x 10 = $<<40*10=400>>400.
Hence, Mr. Benson paid a total of $400 + $76 = $<<400+76=476>>476.
#### 476"
"Lyle wants to buy himself and his friends a sandwich and a pack of juice. A sandwich costs $0.30 while a pack of juice costs $0.2. If Lyle has $2.50, how many of his friends can have a sandwich and a pack of juice?","A sandwich and a pack of juice cost $0.3 + $0.2 = $<<0.3+0.2=0.50>>0.50.
With Lyle's $2.50, he can buy $2.50/$0.50 = <<2.5/0.5=5>>5 sets of sandwiches and juice.
Therefore, 5 - 1 = <<5-1=4>>4 of his friends can have a sandwich and a pack of juice since the other 1 set is for Lyle himself.
#### 4"
"A craftsman makes 16 jars. This is exactly twice the number of clay pots he made. If each jar has 5 marbles and each clay pot has three times as many, how many marbles are there?","16 jars are exactly twice the number of clay pots made by the craftsman, meaning there are 16/2=<<16/2=8>>8 clay pots
If each jar has 5 marbles, the total number of marbles in the jars is 5*16=<<5*16=80>>80
Each of the clay pots also has 3*5=<<3*5=15>>15 marbles.
The total number of marbles in the 8 clay pots is 15*8=<<15*8=120>>120
There are a total of 120+80=<<120+80=200>>200 marbles.
#### 200"
There were 10 snowflakes at first. It snowed an additional 4 snowflakes every 5 minutes. How many minutes passed before there were 58 snowflakes?,"Without the first 10 snowflakes, there are 58-10=<<58-10=48>>48 snowflakes needed.
48/4=12 5-minute intervals are needed to get the additional snowflakes.
12*5=<<12*5=60>>60 minutes passed.
#### 60"
"Catriona has 8 goldfish in her aquarium. She has 4 more angelfish than goldfish. Also, she has twice as many guppies as angelfish. How many fish does Catriona have in her aquarium?","Catriona has 8 + 4 = <<8+4=12>>12 angelfish.
She also has 12 x 2 = <<12*2=24>>24 guppies.
Thus, she has 8 + 12 + 24 = <<8+12+24=44>>44 fish in her aquarium.
#### 44"
"Natalie bought some food for a party she is organizing. She bought two cheesecakes, an apple pie, and a six-pack of muffins. The six-pack of muffins was two times more expensive than the cheesecake, and one cheesecake was only 25% cheaper than the apple pie. If the apple pie cost $12, how much did Natalie pay for all her shopping?","One cheesecake was 30% cheaper than the apple pie, which means, it was 25/100 * 12 = $3 cheaper.
So for one cheesecake, Natalie needed to pay 12 - 3 = $<<12-3=9>>9.
The six-pack of muffins was two times more expensive than the cheesecake, which means its price was 9 * 2 = $<<9*2=18>>18.
So for two cheesecakes, Natalie paid also 9 * 2 = $<<9*2=18>>18.
So for all her shopping she paid 18 + 18 + 12 = $<<18+18+12=48>>48.
#### 48"
"A house’s living room, dining room and kitchen take up 1,000 sq ft. The house also has a guest bedroom and a master bedroom suite. If the guest bedroom is a quarter of the size of the master bedroom suite, and the house is 2,300 sq ft total, how large is the master bedroom suite?","The house is 2,300 sq ft and we know the non-bedroom sections take up 1,000 sq ft, so that leaves 2300-1000 = <<2300-1000=1300>>1,300 sq ft for the bedrooms/bathrooms
Let x be the size of the master bedroom suite.
Then the guest bedroom is 0.25x.
So together the bedrooms are x + 0.25x = 1.25x in size.
This means 1.25x = 1300
So x = 1300 / 1.25 = <<1300/1.25=1040>>1040 sq ft
#### 1040"
"Alina and her best friend Lucia like to chat a lot. On a particular day, Alina sent 20 fewer messages than her friend Lucia, who sent 120 messages. The next day, Lucia sent 1/3 of the messages she sent the previous day, while Alina doubled the messages she sent on the first day. If they sent the same number of messages on the third day as the first day, what is the total number of messages they sent in those three days?","On the first day, Alina sent 120 - 20 = <<120-20=100>>100 messages.
The total number for the first day is 100+120 = <<100+120=220>>220 messages.
On the second day, Lucia sent 1/3 *120 = <<1/3*120=40>>40 messages.
Alina sent 100*2 = <<100*2=200>>200 messages on the second day.
The total for the second day is 40+200 = <<40+200=240>>240 messages.
For the three days, they sent 220+220+240 = <<220+220+240=680>>680 messages.
#### 680"
"Rachel is twice as old as Rona and Collete's age is half the age of Rona's. If Rona is 8 years old, what is the difference between the age of Collete and Rachel?","Rachel's age is 8 x 2 = <<8*2=16>>16.
Collete's age is 8 / 2 = <<8/2=4>>4.
Therefore the difference between their age is 16 - 4 = <<16-4=12>>12.
#### 12"
"Every Monday to Friday morning, Alice walks 10 miles through a large grass field to get to school. To avoid the hot afternoon sun on her way home, she walks 12 miles through a forest. When she gets home on Friday, how many miles will she have walked that week?","On Monday the total number of miles Alice walks to and from school is 10 + 12 = <<10+12=22>>22 miles.
For the other 4 days, from Tuesday to Friday, she walks an additional 4 * 22 = <<4*22=88>>88 miles
The total number of miles she will have walked by Friday 22 + 88 = <<22+88=110>>110 miles
#### 110"
"Aren’s flight from New York to Hawaii will take 11 hours 20 minutes.  He spends 2 hours reading, 4 hours watching two movies, 30 minutes eating his dinner, 40 minutes listening to the radio, and 1 hour 10 minutes playing games.  How many hours does he have left to take a nap?","The flight from NY to Hawaii will take 60 x 11 + 20 = <<60*11+20=680>>680 minutes.
All the activities will take 120 + 240 + 30 + 40 + 70 = <<120+240+30+40+70=500>>500 minutes.
For his nap, he has 680 - 500 = <<680-500=180>>180 minutes.
To convert minutes to hours, he has 180/ 60 = <<180/60=3>>3 hours.
#### 3"
"Jimmy's father receives 20 emails a day. Halfway through April, he subscribed to a news channel that sent 5 more emails per day to his email. What's the total number of emails Jimmy's father had at the end of the month?","April has thirty days, so half will be 30 / 2 = <<30/2=15>>15.
For the first 15 days, he received 20 * 15 = <<20*15=300>>300 emails.
For the remaining 15 days, the number of emails increased to 20 + 5 = 25 emails.
The total number of emails for the remaining days of the month is 25 * 15 = <<25*15=375>>375 emails.
The total number of emails for April is 375 + 300 = <<375+300=675>>675 emails.
#### 675"
"A farmer plants his vegetables in neat rows. He has 64 bean seedlings and plants 8 seedlings in a row. He also has 84 pumpkin seeds and plants 7 seeds in a row. Recently, he planted 48 radishes with 6 radishes in a row. If the farmer plants two rows per plant bed, how many plant beds did he have for all his plants?","There are 64/8 = <<64/8=8>>8 rows of bean seedlings.
There are 84/7 = <<84/7=12>>12 rows of pumpkin seedlings.
There are 48/6 = <<48/6=8>>8 rows of radishes.
Thus, there are a total of 8 + 12 + 8 = <<8+12+8=28>>28 rows of vegetables.
Therefore, the farmer had 28/2 = <<28/2=14>>14 plant beds.
#### 14"
"Tiffany attends the carnival and her mother gives her $3 to play on a ring toss game. For every red bucket she tosses a ring into she gets 2 points. For every green bucket she gets three points. She gets zero points for a miss. Every play costs her $1 and she gets 5 rings per play. She's played two games and already gotten 4 red buckets and 5 green buckets. If she plays until her money runs out, what is the most total points she can get for all three games?","She has 8 points from red buckets because 4 x 2 = <<4*2=8>>8
She has 15 points from green buckets because 5 x 3 = <<5*3=15>>15
She has spent $2 on games because 2 x 1 = <<2*1=2>>2
She has $1 left to spend because 3 - 2 = <<3-2=1>>1
She can play one more game because 1 / 1 = <<1/1=1>>1
The best bucket gives three points because 3 > 2
The most she can earn in the final game is 15 because 5 x 3 = <<5*3=15>>15
The most she can score overall is 38 because 8 + 15 + 15 = <<8+15+15=38>>38
#### 38"
"Facebook decided to award a productivity bonus to all its female employees who are mothers. This productivity bonus will total 25% of Facebook's annual earnings, which was $5,000,000 for the year 2020. It is known that Facebook employs 3300 employees; one-third are men, and of the women, 1200 are not mothers. How much was the bonus that each female mother employee received, assuming each one received an equal amount?","25% of Facebook's annual earnings is 25/100 * $5,000,000 = $<<25/100*5000000=1250000>>1,250,000.
The number of male employees is 3300 * 1/3 = <<3300*1/3=1100>>1100.
So, the number of female employees is 3300 - 1100 = <<3300-1100=2200>>2200.
The number of female employees who are not moms is 2200 - 1200 = <<2200-1200=1000>>1000.
So the amount to be distributed to each mother would be $1,250,000 / 1000 = $<<1250=1250>>1250.
#### 1250"
Miss Darlington has a basket of 20 blueberries. She picked 9 more baskets with the same amount of berries. How many blueberries did Miss Darlington have in all?,"Miss Darlington picked 9 x 20 = <<9*20=180>>180 blueberries more.
So she had a total of 180 + 20 = <<180+20=200>>200 blueberries.
#### 200"
Billy has 8 hours of free time on each day of the weekend. He wants to spend 75% of his time playing video games and the rest of his time reading. He can read 60 pages an hour and his books all contain 80 pages. How many books does he read?,"He has 16 hours because 2 x 8 = <<2*8=16>>16
He is going to spend 25% of his time reading because 100 - 75 = <<100-75=25>>25
He has 4 hours to read because 16 x .25 = <<16*.25=4>>4
He will read 240 pages because 4 x 60 = <<4*60=240>>240
He will read 3 books because 240 / 80 = <<240/80=3>>3
#### 3"
There are 30 spaces for each vehicle in a parking lot. A caravan takes up a total of 2 spaces of parking space. How many vehicles can still park if there are 3 caravans currently parking?,"The three caravans used up 3x2= <<3*2=6>>6 parking spaces in the parking lot.
Therefore, 30-6= <<30-6=24>>24 vehicles can still park in the parking lot.
#### 24"
Tom can type 90 words a minute.  A page is 450 words.  How long would it take him to type out 10 pages?,"He can type out 1 page in 450/90=<<450/90=5>>5 minutes
So it would take 5*10=<<5*10=50>>50 minutes
#### 50"
"A used car lot has 24 cars and motorcycles (in total) for sale. A third of the vehicles are motorcycles, and a quarter of the cars have a spare tire included. How many tires are on the used car lot’s vehicles in all?","The used car lot has 24 / 3 = <<24/3=8>>8 motorcycles with 2 tires each.
The lot has 24 - 8 = <<24-8=16>>16 cars for sale
There are 16 / 4 = 4 cars with a spare tire with 5 tires each.
The lot has 16 - 4 = <<16-4=12>>12 cars with 4 tires each.
Thus, the used car lot’s vehicles have 8 * 2 + 4 * 5 + 12 * 4 = 16 + 20 + 48 = <<8*2+4*5+12*4=84>>84 tires in all.
#### 84"
