question,answer
"Trish likes to go for walks every day.  One day, she goes on a 1-mile walk.  Every subsequent day, she doubles the distance she walked the previous day.  On what day does she walk more than 10 times further than she did on the first day?","How many miles does Trish walk on the second day? ** Trish walks 1 mile on the first day, and since she walks double the previous day's amount each day that means she walks 1*2=<<1*2=2>>2 miles the second day.
How many miles does Trish walk on the third day? ** On the following day, she walks double the distance of the previous day's total of 2 miles, meaning she walks 2*2=<<2*2=4>>4 miles that day.
How many miles does Trish walk on the fourth day? ** On the following day, she walks double the distance of the previous day's total of 4 miles, meaning she walks 4*2=<<4*2=8>>8 miles that day.
How many miles does Trish walk on the fifth day? ** On the following day, she walks double the distance of the previous day's total of 8 miles, meaning she walks 8*2=<<8*2=16>>16 miles that day.
What is the first day that Trish walks more than 10 times further than she did on the first day? ** As we're looking for the first day that her distance exceeds 10 times her original total, that means we're seeking a mile total of greater than or equal to 10*1= <<10*1=10>>10 miles,
What is the first day that Trish walks more than 10 times further than she did on the first day? ** Since she accomplished this on the 5th day of walking, the answer is <<5=5>>5.
#### 5"
"There are 50 apples and 40 oranges in the cafeteria. If an apple costs $0.80 and an orange costs $0.50, how much does the cafeteria earn for apples and oranges if there are only 10 apples and 6 oranges left?","How many apples were sold? ** Counting the remaining 10 apples. There were 50 - 10 = <<50-10=40>>40 apples sold.
How many oranges were sold? ** Counting the remaining 6 oranges. There were 40 - 6 = <<40-6=34>>34 oranges sold.
How much did the apples sell for? ** The amount of sales for the apples is $0.8 x 40 = $<<0.8*40=32>>32.
How much did the oranges sell for? ** The amount of sales for the oranges is $0.5 x 34 = $<<0.5*34=17>>17.
How much did the cafeteria earn? ** The cafeteria's total earnings are $32 + $17 = $<<32+17=49>>49.
#### 49"
John decides to learn how to play the piano.  He buys a piano for $500.  He then hires a teacher for 20 lessons at $40 per lesson but ends up getting a 25% discount.  How much did everything cost?,"How much would the lessons cost normally? ** The normal price of the lessons would be 20*40=$<<20*40=800>>800
How much does the discount save him? ** The discount saves him 800*.25=$<<800*.25=200>>200
How much do the lessons cost him? ** So the lessons cost him 800-200=$<<800-200=600>>600
How much does everything cost? ** That means everything costs 500+600=$<<500+600=1100>>1100
#### 1100"
A large puzzle costs $15. A small puzzle and a large puzzle together cost $23. How much would you pay for 1 large and 3 small puzzles?,"How much does a small puzzle cost? ** A small puzzle costs $23 - $15 = $<<23-15=8>>8.
How much do three small puzzles cost? ** Three small puzzles cost $8 x 3 = $<<8*3=24>>24.
How much would you pay for 1 large and 3 small puzzles? ** So, 1 large and 3 small puzzles cost $24 + $15 = $<<24+15=39>>39.
#### 39"
There are 100 students in class and the ratio of boys to girls is 3:2. How many more boys than girls are there?,"How many parts are there? ** The class was divided into 3 + 2 = <<3+2=5>>5 parts.
How many students are in each part? ** So each part is equal to 100/5 = <<100/5=20>>20 students.
How many boys are there? ** Since there are 3 parts for boys, then there are 20 x 3 = <<3*20=60>>60 boys in class.
How many girls are there? ** So there are 100 - 60 = <<100-60=40>>40 girls in class.
How many more boys than girls are there? ** Hence, there are 60 - 40 = <<60-40=20>>20 boys more than girls.
#### 20"
"5 squirrels collected 575 acorns. If each squirrel needs 130 acorns to get through the winter, how many more acorns does each squirrel need to collect?","How many acorns does each squirrel have? ** Each squirrel now has 575/5 = <<575/5=115>>115 acorns.
How many more acorns does each squirrel need to collect? ** Each squirrel still needs to collect another 130 - 115 = <<130-115=15>>15 acorns.
#### 15"
"James was doing some shopping in his favorite shop and he saw an offer on shoes that give him a second pair of shoes for half off the original price. He took the offer and took the first pair of shoes for $40 and the second one for $60. At the cashier, the lady told him that the offer applies strictly to the cheaper pair of shoes, and also that he was selected for an extra discount of a fourth off the total amount. How much money did James end up paying for both pairs of shoes?","How much did James pay for the first pair of shoes? ** The price of the cheaper pair after the discount was $40/2 = $<<40/2=20>>20
How much did James pay for both pairs of shoes? ** The total price of both pairs of shoes $20 + $60 = $<<20+60=80>>80
How much did James end up paying for both pairs of shoes? ** The final discount was $80/4 = $<<80/4=20>>20
How much money did James end up paying for both pairs of shoes? ** The price he ends up paying was $80 - $20 = $<<80-20=60>>60
#### 60"
"Apple can run at a rate of 3 miles per hour. Mac can run at a rate of 4 miles per hour. In minutes, how much faster will Mac run a 24 mile race?","How many hours does it take Apple to run 24 miles? ** First find how fast each runs. Apple = 24 miles / 3 miles per hour = <<24/3=8>>8 hours
How many hours does it take Mac to run 24 miles? ** Mac = 24 miles / 4 miles per hour = <<24/4=6>>6 hours.
How many hours faster will Mac run a 24 mile race? ** Mac runs 8 hours - 6 hours = <<8-6=2>>2 hours faster.
How many minutes faster will Mac run a 24 mile race? ** 1 hour = 60 minutes, so, Mac runs faster by 2 hours * 60 minutes = <<2*60=120>>120 minutes.
#### 120"
"A road has four lanes, and in each lane, the number of cars is twice as many as the number of trucks in all the lanes. If there are 60 trucks in each lane, calculate the total number of vehicles in all the lanes?","How many trucks are there in all the lanes? ** If the road has four lanes and 60 trucks in each lane, the total number of trucks in all the lanes is 60*4 = <<4*60=240>>240.
How many cars are there in each lane? ** Since in each lane the number of cars is twice as many as the number of trucks in all the lanes, there are 2*240=480 cars in each lane.
How many cars are there in all the lanes? ** The total number of cars in all the lanes is 480*4 = <<480*4=1920>>1920
How many vehicles are there in all the lanes? ** In all the lanes, the total number of vehicles is 240 trucks+1920 cars = <<240+1920=2160>>2160
#### 2160"
Gina is participating in a neighborhood clean-up filling bags with litter. She was able to collect two bags of litter herself. The rest of the neighborhood together collected 82 times as much as Gina did by herself. Each bag of litter weighs 4 pounds. How many pounds was all the litter they collected?,"How many bags of litter did the rest of the neighborhood collect? ** The rest of the neighborhood collected 82 * 2 = <<82*2=164>>164 bags of litter.
How many bags of litter did the rest of the neighborhood and Gina collect? ** With Gina’s bags, they had 164 + 2 = <<164+2=166>>166 bags of litter.
How many pounds was all the litter they collected? ** Thus, the litter weighed 166 * 4 = <<166*4=664>>664 pounds.
#### 664"
"Cyrus has been contracted to write a 500 page book.  On his first day, he writes 25 pages and twice that amount on the second day.  On the third day he is able to write twice the amount that he did on the second day.  On the fourth day, he gets writer's block and is only able to write 10 pages.  How many more pages does he need to write?","How many pages did Cyrus write on the second day? ** On the second day he wrote twice the amount as the first day, which was 25 pages so 2*25 = <<2*25=50>>50 pages
How many pages did Cyrus write on the third day? ** On the third day he wrote twice the amount as he did on the second day, which was 50 pages so 2*50 = <<2*50=100>>100 pages
How many pages did Cyrus write in total? ** The first day he wrote 25, then 50, then 100 and 10 on the fourth day for a total of 25+50+100+10 = <<25+50+100+10=185>>185
How many more pages does Cyrus need to write? ** He needs to write 500 pages and has written 185 which means he has 500-185 = <<500-185=315>>315 more pages to write
#### 315"
"Janet wanted to move out of her parents' house and rent her own apartment.  She had $2,225 saved.  She found an apartment that cost $1,250 per month that was perfect for her.  The landlord said that she needed to be able to pay 2 months' rent in advance to rent the place and she would also need to put down a deposit of $500.  How much more money did Janet need in order to rent the apartment?","How much would 2 months of rent cost? ** To move in, Janet had to pay 2 months worth of rent so that would cost 2*1250 = $<<2*1250=2500>>2,500
How much would it cost to rent the apartment? ** On top of the rent she needed to pay a deposit of $500 so 2500+500 = $<<2500+500=3000>>3,000 total to rent the apartment
How much more money did Janet need in order to rent the apartment? ** If it cost $3000 to move in and she had $2225 then she need 3000-2225 = $<<3000-2225=775>>775 more
#### 775"
"Rodney, Roger and Ron can lift a combined weight of 239 pounds.  Rodney can lift twice as much as Roger, and Roger can lift 7 pounds less than 4 times the amount that Ron can lift.  How much can Rodney lift?","Define a variable ** Let x represent the amount that Ron can lift.
How many pounds can Roger lift? ** Roger: 4x-7
How many pounds can Rodney lift? ** Rodney:2(4x-7)=8x-14
Write an equation ** Total:x+4x-7+8x-14=239
Combine like terms ** 13x-21=239
Add 21 to both sides ** 13x=260
Divide by 13 ** x=<<20=20>>20
How many pounds can Rodney lift? ** Rodney:8(20)-14=146 pounds
#### 146"
There are 64 seventh graders at a middle school. This is 32% of the students at the school. The sixth graders comprise 38% of the students. How many sixth graders attend middle school?,"How many seventh graders are there? ** Let X be the number of students in the middle school. There are X*32% = 64 seventh graders.
How many students are there? ** So there are X = 64 / 0.32 = <<64/0.32=200>>200 students at the school.
How many sixth graders are there? ** And there are 200 *38% = <<200*38*.01=76>>76 sixth graders.
#### 76"
